Letter_n,n,max_n,Letter_n+1,Freq
యా,4,4,-,7
క,1,4,గ,1
ల,3,4,దు,2
క,1,3,గు,1
క,1,3,గ్,1
గ్,2,3,గ,7
క,1,4,గ్,1
క,1,2,చ,1
క,1,5,చం,1
చం,2,5,క,1
క,3,5,న,3
క,1,4,చం,1
చం,2,4,గ,1
గ,3,4,ల,6
క,1,5,చ,1
చ,2,5,గ,1
గ,3,5,టి,1
టి,4,5,కా,1
క,1,4,చే,2
చే,2,4,డ,2
క,1,3,చే,2
చే,2,3,యు,3
చే,2,3,రి,1
క,1,4,చో,2
చో,2,4,ర,3
చో,2,4,ల,1
క,1,3,చ్,6
చ్,2,3,చః,2
చః,3,3,-,2
క,1,4,చ్,10
క,1,5,చ్,10
చ,3,5,టి,2
చ,3,5,డ,3
చ,3,5,ప,3
చ,3,4,పి,1
పి,4,4,-,10
చి,3,4,తం,1
క,1,6,చ్,3
చి,3,6,త,4
త,4,6,త్,2
త్,5,6,వం,3
వం,6,6,-,4
చి,3,4,య,2
చ్,2,4,చు,10
చు,3,4,ర,3
చు,3,5,రుం,1
చు,3,4,వు,2
చ్,2,4,చూ,1
చూ,3,4,ర,1
చూ,3,5,ర,2
చ్,2,6,చూ,2
చూ,3,6,ర,1
క,1,10,చ్,1
చ్,2,10,చూ,1
చూ,3,10,ర,1
ము,5,10,దా,1
దా,6,10,మ,1
మ,7,10,గ్,1
గ్,8,10,రం,1
రం,9,10,ధి,1
ధి,10,10,-,1
చె,3,5,పో,1
పో,4,5,తు,8
చే,3,5,డ,2
చే,3,4,రి,2
క,1,5,జం,1
జం,2,5,ద,1
ద,3,5,జుం,1
జుం,4,5,గు,1
క,1,5,జ,3
జ,2,5,కం,1
కం,3,5,ఠుం,6
ఠుం,4,5,డు,7
క,1,4,జ,3
క,1,3,జ,4
జ,2,3,కు,5
జ,2,3,చు,6
జ,2,3,టి,1
జ,2,5,ణ,1
క,4,5,థి,1
జ,2,4,ణ,1
ణ,3,4,త,1
జ,2,5,త,1
త,3,5,లాం,1
లాం,4,5,డు,12
జ,2,3,పు,5
జ,2,4,వా,1
క,1,3,జి,3
జి,2,3,యం,1
జి,2,3,వు,2
క,1,4,జు,2
జు,2,4,కు,2
కు,3,4,ట్,1
ట్,4,4,-,1
జు,2,4,గ,1
క,1,3,జు,2
జు,2,3,దు,2
క,1,5,జు,1
జు,2,5,దు,1
దు,3,5,లాం,4
క,1,4,జూ,1
జూ,2,4,ర,1
క,1,4,జో,1
జో,2,4,య,1
క,1,3,జ్,3
క,1,4,జ్,3
క,1,5,జ్,6
జి,3,5,కా,1
కా,4,5,ల,3
జో,3,5,ర,2
క,1,6,జ్,2
ఞా,4,6,య,1
జ్,2,5,ఞో,1
ఞో,3,5,య,1
ఞ్,3,6,జో,1
జో,4,6,య,1
క,1,7,జ్,1
జ్,2,7,టు,1
టు,3,7,గు,1
గు,4,7,ద్,1
ద్,5,7,ద,3
ద,6,7,లి,1
జ్,2,5,టూ,1
టూ,3,5,ర,1
జ్,2,4,టె,1
టె,3,4,ము,4
జ్,2,4,టే,1
టే,3,4,ము,2
జ్,2,5,ద,1
ద,3,5,మ,1
మ,4,5,డ,1
జ్,2,3,ది,1
జ్,2,3,యా,1
క,1,2,ట,1
క,1,11,టం,1
టం,2,11,చు,1
చు,3,11,ద,1
ద,4,11,శా,1
శా,5,11,న్,1
న్,6,11,యుం,1
యుం,7,11,డం,1
డం,8,11,చి,1
న,10,11,క,5
క,11,11,-,46
క,1,5,టం,1
బ,3,5,కుం,2
క,1,4,టం,1
టం,2,4,భ,1
భ,3,4,ర,4
క,1,3,ట,3
క,1,4,ట,3
క,1,6,ట,2
క,3,6,టం,2
టం,4,6,బ,1
క,1,5,ట,3
క,3,5,టా,2
టా,4,5,లు,1
ట,2,6,కా,2
కా,3,6,ము,1
కా,3,5,రుం,15
ట,2,4,పె,2
పె,3,4,ట,3
ట,2,3,భి,1
క,1,2,టా,1
టా,2,2,-,14
క,1,5,టా,3
టా,2,5,క్,2
క,1,4,టా,3
టా,2,4,ద,1
టా,2,4,ర,9
క,1,3,టా,3
టా,2,3,రి,7
క,1,7,టా,1
టా,2,7,రి,2
రి,3,7,క,3
క,4,7,త్,6
క,1,6,టా,1
టా,2,6,రి,2
రి,3,6,క,3
టా,2,5,రి,3
టా,2,3,హ,1
టా,2,4,హ,1
క,1,2,టి,1
క,1,3,టి,3
క,1,6,టి,4
క,3,6,మె,3
మె,4,6,క,9
టి,2,3,కి,8
క,1,5,టి,1
టి,2,5,కి,2
కి,3,5,నే,1
నే,4,5,ల,3
క,1,14,టి,1
టి,2,14,త,1
త,3,14,టం,1
టం,4,14,బు,1
బు,5,14,నం,1
నం,6,14,దుం,1
దుం,7,14,గ,1
గ,8,14,ట్,2
ట్,9,14,టి,1
టి,10,14,న,1
న,11,14,గోం,1
గోం,12,14,చి,1
చి,13,14,యు,1
యు,14,14,-,4
క,1,4,టి,2
టి,2,4,న,2
టి,2,6,ప,2
ప,3,6,క్,8
టి,2,6,పె,1
పె,3,6,లు,1
లు,4,6,చ,1
చ,5,6,ను,1
టి,2,4,యు,1
యు,3,4,ను,5
క,1,4,టీ,1
టీ,2,4,ర,4
క,1,2,టు,1
క,1,4,టుం,1
టుం,2,4,భ,1
క,1,3,టు,3
క,1,4,టు,1
టు,2,4,తుం,1
తుం,3,4,బి,1
బి,4,4,-,3
క,1,5,టు,2
టు,2,5,మ,3
టు,2,5,రో,1
టు,2,3,ల్‌,1
టు,2,3,వు,7
క,1,5,టో,1
టో,2,5,ల,1
క,1,3,ట్,9
క,1,4,ట్,15
ట్,2,4,టం,3
టం,3,4,గ,3
క,1,5,ట్,22
ట్,2,5,టం,5
టం,3,5,గ,2
గ,4,5,క,7
టం,3,5,బం,1
బం,4,5,పు,1
ట,3,5,క,13
ట,3,4,డ,3
క,1,6,ట్,17
ట,3,6,డ,1
డ,4,6,చే,1
ట,3,5,న,5
క,1,7,ట్,2
ట్,2,7,ట,26
ట,3,7,బ,1
ట,3,5,ర,3
క,1,11,ట్,1
ట్,2,11,ట,4
ట,3,11,రా,1
రా,4,11,ప,1
ప,5,11,డ,1
డ,6,11,క,1
క,7,11,మ,1
మ,8,11,ట్,1
ట్,9,11,టు,1
టు,10,11,చు,2
క,1,9,ట్,1
ట్,2,9,టా,2
టా,3,9,యి,1
యి,4,9,త,1
త,5,9,మ,1
మ,6,9,యి,2
టిం,3,4,ది,1
టి,3,7,న,5
న,4,7,గు,10
గు,5,7,డ్,1
డ్,6,7,డో,1
డో,7,7,-,1
క,1,13,ట్,1
ట్,2,13,టి,4
టి,3,13,న,2
న,4,13,వా,2
వా,5,13,డు,2
డు,6,13,న,1
న,7,13,వ,1
వ,8,13,గ్,1
గ్,9,13,ర,1
ర,10,13,హ,1
హ,11,13,ము,1
ము,12,13,లు,4
ట్,2,6,టి,37
టి,3,6,న,13
న,4,6,శా,1
శా,5,6,ల,3
టి,3,5,వే,3
వే,4,5,త,2
ట్,2,6,టుం,10
టుం,3,6,గం,1
గం,4,6,బ,1
బ,5,6,ము,11
ట్,2,5,టుం,5
టుం,3,5,గొం,2
గొం,4,5,గు,1
టుం,3,6,గొ,3
గొ,4,6,మ్,5
గొ,4,6,య్,1
టుం,3,5,గో,1
గో,4,5,క,1
టు,3,5,కాం,3
కాం,4,5,ద,2
క,1,10,ట్,1
ట్,2,10,టు,3
టు,3,10,కా,1
కా,4,10,వ,1
వ,5,10,లి,1
లి,6,10,గ,1
గ,7,10,ల,4
ల,8,10,తోం,1
తోం,9,10,ట,1
టు,3,6,కు,1
టు,3,5,కో,4
కో,4,5,క,1
టు,3,5,గ,2
టు,3,6,గొ,3
ల్,5,6,టు,1
టు,3,4,ట,3
టు,3,5,దొ,1
దొ,4,5,న,1
క,1,14,ట్,1
ట్,2,14,టు,2
టు,3,14,నె,1
నె,4,14,త్,1
త్,5,14,త,1
త,6,14,మ్,1
మ్,7,14,మి,1
మి,8,14,మొ,1
మొ,9,14,త్,1
త్,10,14,త,1
త,11,14,ము,1
ము,12,14,న,1
న,13,14,కు,3
కు,14,14,-,5
టు,3,6,ప,4
ప,4,6,కా,2
కా,5,6,సి,2
సి,6,6,-,11
కా,5,6,సు,1
సు,6,6,-,8
టు,3,5,ప,5
టు,3,5,పా,2
టు,3,5,బం,1
బం,4,5,డి,7
టు,3,5,బ,4
టు,3,6,మ,1
మ,4,6,ట్,2
టు,3,6,మా,2
టు,3,6,మ్,1
ట్,2,6,టె,9
టె,3,6,పాం,1
పాం,4,6,ప,2
ప,5,6,ర,3
టె,3,4,లు,2
క,1,8,ట్,1
ట్,2,8,టె,4
టె,3,8,వి,1
వి,4,8,లు,2
లు,5,8,పు,1
పు,6,8,మా,1
మా,7,8,ట,2
ట్,2,3,నం,1
ట్,2,4,న,6
ట్,2,5,ఫ,1
ఫ,3,5,ల,10
ట్,2,3,ల,3
ట్,2,4,లం,2
లం,3,4,క,1
ల,3,6,గు,1
గు,4,6,ది,2
ది,5,6,య,3
ల,3,6,జె,1
జె,4,6,ళ్,1
ళ్,5,6,టి,2
ట్,2,5,ల,13
ల,3,5,దం,2
దం,4,5,డ,3
ల,3,6,పు,3
ల,3,6,బ,2
ల,3,5,మా,10
ల,3,5,సం,1
సం,4,5,చి,1
ట్,2,3,లి,2
ట్,2,4,లి,2
లు,3,5,ట్,1
ట్,4,5,లి,1
ట్,2,3,లె,4
ట్,2,5,వం,1
వం,3,5,గ,3
క,1,2,ఠ,1
క,1,4,ఠ,1
ఠ,2,4,ణ,1
ణ,3,4,కు,1
క,1,3,ఠ,2
ఠ,2,3,వ,1
క,1,2,ఠా,1
ఠా,2,2,-,6
క,1,3,ఠా,2
ఠా,2,3,ర,2
క,1,4,ఠా,1
ఠా,2,4,ర,2
ఠా,2,3,రు,1
క,1,5,ఠిం,1
ఠిం,2,5,జ,1
క,1,3,ఠి,2
ఠి,2,3,న,1
క,1,4,ఠి,5
ఠి,2,4,న,1
క,1,6,ఠి,2
ఠి,2,6,న,1
న,3,6,మై,2
మై,4,6,న,12
ఠి,2,3,ని,1
ఠి,2,4,ని,1
ని,3,4,కా,4
ఠి,2,4,నుం,1
ఠి,2,6,ల్,1
ఠి,2,4,ల్,2
ఠి,2,4,వే,1
వే,3,4,ము,2
క,1,5,ఠి,1
ఠి,2,5,వే,1
క,1,3,ఠో,1
ఠో,2,3,ర,1
క,1,4,ఠో,1
ఠో,2,4,ర,1
క,1,2,డ,1
క,1,3,డం,5
డం,2,3,క,3
క,1,4,డం,4
డం,2,4,క,1
క,3,4,క,2
డం,2,3,గ,4
క,1,5,డం,1
క,1,6,డం,1
డం,2,6,గ,1
గ,3,6,రీ,1
డం,2,4,జ,1
డం,2,3,జు,1
డం,2,3,త,2
క,1,5,డ,19
డ,2,5,కొ,2
అ,4,5,వి,2
క,1,7,డ,1
డ,2,7,గం,1
గం,3,7,డ్,1
డ్,4,7,ల,3
డ,2,5,గం,2
గ,3,5,న్,4
న్,4,5,ను,13
క,1,6,డ,4
డ,2,6,గొ,2
గొ,3,6,ట్,1
ట్,4,6,టె,3
టె,5,6,క,1
డ,2,5,చి,3
చి,3,5,న,11
క,1,3,డ,7
డ,2,3,చు,4
క,1,4,డ,9
డ,2,4,చే,4
చే,3,4,ను,2
డ,2,4,త,3
డ,2,4,తే,1
తే,3,4,యు,1
డ,2,5,ని,3
ని,3,5,లి,1
లి,4,5,చి,1
ప,3,4,ల,6
డ,2,5,పుం,1
పుం,3,5,జే,1
జే,4,5,యి,1
మ,3,5,ప,2
డ,2,5,ము,4
డ,2,4,య,1
డ,2,5,యె,1
యె,3,5,త్,3
డ,2,3,లి,7
డ,2,6,లి,3
లి,3,6,కూం,2
కూం,4,6,తు,3
తు,5,6,రు,4
త,4,6,టేం,1
లి,3,6,వె,1
వె,4,6,న్,3
డ,2,5,లు,3
డ,2,5,లొ,1
లొ,3,5,త్,2
క,1,8,డ,1
డ,2,8,ళ్,1
ళ్,3,8,ల,1
ల,4,8,ప్,1
ప్,5,8,ప,3
ప,6,8,ళిం,1
ళిం,7,8,చ,1
డ,2,3,వ,9
డ,2,4,వం,1
వం,3,4,గ,3
డ,2,5,వం,1
డ,2,5,వ,13
వ,3,5,తీ,1
తీ,4,5,టు,1
డ,2,4,వాం,1
డ,2,5,వె,1
వె,3,5,ళ్,1
క,1,4,డా,2
డా,2,4,ర,7
డా,2,4,స,1
క,1,2,డి,1
క,1,3,డిం,1
డిం,2,3,ది,1
క,1,5,డి,3
డి,2,5,కం,1
కం,3,5,డ,3
డి,2,5,కొ,1
కొ,3,5,లం,2
లం,4,5,ద,1
క,1,4,డి,6
డి,2,4,గొ,5
క,1,3,డి,2
డి,2,3,తి,7
డి,2,3,మి,6
డి,2,4,మి,4
డి,2,5,మి,2
మి,3,5,సొం,1
సొం,4,5,పు,1
క,1,7,డి,1
డి,2,7,య,4
పు,4,7,ట,3
ట,5,7,ట్,1
డి,2,4,ల,4
క,1,11,డి,1
డి,2,11,వో,1
వో,3,11,ప,1
ప,4,11,దె,1
దె,5,11,సం,1
సం,6,11,గ,1
గ,7,11,దు,1
దు,8,11,ద,1
ద,9,11,ప్,1
ప్,10,11,పి,1
పి,11,11,-,1
క,1,2,డు,1
క,1,13,డుం,1
డుం,2,13,జ,1
జ,3,13,ను,1
ను,4,13,వాం,1
వాం,5,13,డు,1
డు,6,13,నై,1
నై,7,13,పు,1
పు,8,13,రు,1
రు,9,13,ష,1
ష,10,13,కా,1
కా,11,13,రి,1
రి,12,13,య,1
య,13,13,-,1
క,1,5,డు,3
డు,2,5,కుం,2
క,1,4,డు,4
క,1,3,డు,3
డు,2,3,జు,1
డు,2,4,దు,4
క,1,6,డు,1
పు,3,6,పొ,1
పొ,4,6,క్,1
క్,5,6,క,2
డు,2,5,పు,6
పు,3,5,మం,2
మం,4,5,ట,2
క,1,8,డు,1
డు,2,8,పు,1
పు,3,8,మీం,1
మీం,4,8,ది,1
ది,5,8,ము,1
ము,6,8,డు,1
డు,7,8,త,1
పు,3,5,లో,1
లో,4,5,న,2
డు,2,4,పూం,1
పూం,3,4,ద,1
డు,2,4,పే,1
పే,3,4,డు,1
క,1,3,డె,1
క,1,3,డ్,4
డ్,2,3,డి,15
డ్,2,3,డీ,2
క,1,5,డ్,1
డ్,2,5,దా,1
డ్,2,3,మి,1
క,1,2,ణ,1
ణ,2,2,-,24
క,1,2,ణం,1
ణం,2,2,-,4
క,1,3,ణం,5
ణం,2,3,క,1
ణం,2,3,కు,5
క,1,4,ణం,1
ణం,2,4,జ,1
ణం,2,3,జు,1
ణం,2,3,త,1
క,1,5,ణ,2
ణ,2,5,కు,1
కు,3,5,గి,1
గి,4,5,లు,2
క,1,4,ణ,4
ణ,2,4,జ,1
ణ,2,4,జా,1
జా,3,4,లం,2
క,1,3,ణ,3
ణ,2,3,త,5
ణ,2,5,దూ,1
దూ,3,5,ప,1
ణ,2,3,ము,32
ణ,2,4,య,3
ణ,2,3,రి,1
క,1,3,ణిం,1
ణిం,2,3,తి,1
క,1,3,ణి,3
ణి,2,3,క,5
ణి,2,3,కా,2
ణి,2,3,తి,2
క,1,4,ణి,1
ణి,2,4,శ,1
క,1,5,ణి,1
ణి,2,5,ష్,1
క,1,5,ణీ,1
ణీ,2,5,య,2
య,3,5,స్,2
క,1,5,ణుం,1
ణుం,2,5,దు,1
దు,3,5,రీం,1
రీం,4,5,గ,1
క,1,4,ణుం,1
ణుం,2,4,దు,1
క,1,3,ణు,2
ణు,2,3,పు,3
క,1,4,ణ్,1
ణ్,2,4,వ,2
క,1,2,త,1
క,1,4,త,2
క,1,16,త,1
త,2,16,జిం,1
జిం,3,16,బు,1
బు,4,16,వుం,1
వుం,5,16,బోం,1
బోం,6,16,డ్,1
డ్,7,16,లు,1
లు,8,16,క,1
క,9,16,టా,1
టా,10,16,రి,1
రి,11,16,క,1
క,12,16,త్,1
త్,13,16,తి,1
తి,14,16,య,1
య,15,16,ల్‌,1
ల్‌,16,16,-,3
క,1,3,త,2
క,1,13,త,1
త,2,13,ప,1
ప,3,13,శ్,1
శ్,4,13,చ,1
చ,5,13,ర్,1
ర్,6,13,యా,1
యా,7,13,వి,1
వి,8,13,రో,1
రో,9,13,ధం,1
ధం,10,13,బు,1
బు,11,13,గా,1
గా,12,13,క,1
క,13,13,-,19
క,1,4,త్,7
త,3,4,రి,5
క,1,7,త్,5
త,3,7,రి,1
రి,4,7,గ,1
గ,5,7,ల,12
ల,6,7,యు,3
క,1,8,త్,2
త,3,8,రి,1
రి,4,8,గ,1
గ,5,8,ల,5
ల,6,8,యు,1
యు,7,8,క,5
క,1,6,త్,7
క,1,5,త్,15
త,3,5,లా,1
లా,4,5,ని,1
త,3,5,ళం,1
ళం,4,5,డు,1
త,3,5,ళ,1
త,3,5,ళీం,1
ళీం,4,5,డు,1
త,3,5,ళుం,1
క,1,3,త్,3
క,1,12,త్,1
త్,2,12,తిం,1
తిం,3,12,బ,1
బ,4,12,ట్,1
ట్,5,12,టు,1
టు,6,12,బె,1
బె,7,12,బ్,1
బ్,8,12,బు,1
బు,9,12,లి,1
లి,10,12,చే,1
చే,11,12,త,1
త,12,12,-,1
తి,3,5,కా,2
కా,4,5,సు,1
తి,3,6,పి,1
పి,4,6,డి,1
డి,5,6,క,3
తి,3,5,పీం,1
తి,3,5,మం,1
మం,4,5,దు,5
తి,3,4,య,5
తి,3,5,య,2
తి,3,5,యొ,2
యొ,4,5,అ,1
అ,5,5,-,4
యొ,4,5,ఆ,1
ఆ,5,5,-,1
తి,3,5,రిం,1
తి,3,6,రి,1
త్,2,8,తి,1
తి,3,8,వా,1
తు,3,6,ల,3
తు,3,4,వ,3
త్,2,5,తృ,1
తృ,3,5,ణ,3
త్,2,3,తె,3
తె,3,4,ర,3
త్,2,6,తె,5
తె,3,6,ర,3
ర,4,6,కా,2
త్,2,7,తె,6
తె,3,7,ర,3
ర,4,7,గా,1
ర,4,6,చీ,1
చీ,5,6,ల,2
ర,4,7,బా,1
బా,5,7,వి,1
వి,6,7,లీ,1
లీ,7,7,-,1
ర,4,6,వం,1
వం,5,6,గ,2
తె,3,4,లు,1
తె,3,7,లుం,1
లుం,4,7,దా,1
దా,5,7,రు,3
రు,6,7,ను,3
త్,2,4,రిం,6
రే,3,5,జ,1
జ,4,5,రి,2
రే,3,5,న్,1
క,1,2,థ,1
క,1,8,థం,1
థం,2,8,గి,1
గి,3,8,రి,1
రి,4,8,మా,2
మా,5,8,త్,1
ర,7,8,కే,1
కే,8,8,-,1
క,1,4,థ,2
థ,2,4,కుం,3
క,1,6,థ,1
థ,2,6,న,1
న,3,6,క,9
క,4,6,ర్,5
ర్,5,6,త,3
థ,2,4,న,4
క,1,3,థ,1
థ,2,3,ల్‌,1
క,1,2,థా,1
క,1,4,థా,1
థా,2,4,కా,1
కా,3,4,రః,2
క,1,6,థా,1
థా,2,6,త్,1
క,1,3,థిం,1
థిం,2,3,చు,3
క,1,4,థి,1
థి,2,4,త,3
క,1,2,ద,1
క,1,5,దం,2
దం,2,5,తొ,1
తొ,3,5,క్,1
క్,4,5,కు,2
క,1,3,దం,1
దం,2,3,బ,1
దం,2,5,బ,2
క,1,4,దం,2
దం,2,4,బ,3
క,1,15,దం,1
దం,2,15,బ,1
బ,3,15,ము,1
ము,4,15,ది,1
ది,5,15,ట్,1
ట్,6,15,ట,1
ట,7,15,డ,1
డ,8,15,రె,1
రె,9,15,క,1
క,10,15,స,1
స,11,15,ము,1
ము,12,15,ద్,1
ద్,13,15,ధ,1
ధ,14,15,తి,1
తి,15,15,-,2
దం,2,4,బిం,1
బిం,3,4,చు,2
క,1,6,ద,2
ద,2,6,కుం,1
కుం,3,6,జ,2
జ,4,6,ని,1
ని,5,6,యె,3
యె,6,6,-,12
క,1,9,ద,2
ద,2,9,కు,1
కు,3,9,న,1
న,4,9,రి,1
రి,5,9,గి,1
గి,6,9,వేం,1
వేం,7,9,డుం,1
క,1,3,ద,8
ద,2,3,గ,1
క,1,5,ద,7
డ,3,5,ముం,1
ముం,4,5,త,1
ద,2,5,డుం,1
డుం,3,5,దు,1
దు,4,5,రు,9
ద,2,5,ధ్,1
ధ్,3,5,వ,4
క,1,4,ద,6
ద,2,5,న్,1
ద,2,3,రె,1
ద,2,5,ల,5
ల,3,5,ని,11
ద,2,4,లా,4
క,1,8,ద,2
ద,2,8,లిం,2
లిం,3,8,పం,1
పం,4,8,బ,9
ద,2,9,లిం,1
లిం,3,9,పం,1
పం,4,9,బ,1
బ,5,9,డి,1
డి,6,9,న,1
న,7,9,వాం,5
వాం,8,9,డు,15
లిం,3,8,ప,1
ప,4,8,బ,2
ద,2,4,లి,5
ద,2,6,లి,1
లి,3,6,పో,1
పో,4,6,వు,1
వు,5,6,ట,2
ద,2,5,లు,4
లు,3,5,న,2
ద,2,3,ళ,1
ద,2,3,ళీ,1
క,1,3,దా,1
దా,2,3,ని,1
క,1,3,దిం,1
దిం,2,3,చు,14
క,1,3,ది,3
క,1,5,ది,2
ది,2,5,యం,1
యం,3,5,బ,6
క,1,4,ది,2
ది,2,4,యిం,1
ది,2,3,యు,6
ది,2,4,లిం,2
ది,2,3,లే,1
లే,3,3,-,1
ది,2,5,సి,2
సి,3,5,యుం,2
క,1,4,దు,1
క,1,3,దు,4
క,1,5,దు,1
దు,2,5,ష్,2
క,1,3,దె,1
క,1,3,ద్,1
క,1,4,ద్,3
రు,3,4,వ,3
క,1,5,ద్,1
వ,3,5,దుం,3
క,1,2,ధ,1
క,1,4,ధి,1
క,1,2,న,1
క,1,7,నం,1
నం,2,7,ద,1
ద,3,7,గు,4
గు,4,7,మ,1
మ,5,7,హే,1
హే,6,7,శ,1
శ,7,7,-,3
క,1,5,నం,1
నం,2,5,బ,5
బ,3,5,డ,7
డ,4,5,దు,2
క,1,6,నం,1
నం,2,6,బ,6
బ,3,6,డ,4
డ,4,6,లే,4
లే,5,6,దు,8
క,1,8,నం,2
నం,2,8,బ,5
డు,4,8,చు,8
చు,5,8,న్,9
న,7,8,వి,2
వి,8,8,-,5
క,1,6,న,5
క,3,6,చ్,1
చ,5,6,ద,1
క,1,7,న,1
న,2,7,క,1
క,3,7,త,2
త,4,7,ప్,1
ప్,5,7,పె,1
పె,6,7,ట,1
క,1,4,న,3
క,3,6,న,6
మ,5,6,ను,12
న,4,6,లా,3
లా,5,6,డు,35
క,1,8,న,1
న,2,8,క,1
క,3,8,పుం,1
పుం,4,8,గు,1
గు,5,8,ప్,1
ప్,6,8,ప,3
ప,7,8,లు,2
క,1,5,న,2
న,2,5,కా,2
కా,3,5,క్,1
క్,4,5,షి,2
షి,5,5,-,3
బ,3,5,డె,2
డె,4,5,ను,3
క,1,3,న,3
న,2,4,రుం,1
న,2,6,ల,1
ల,5,6,దు,4
న,2,3,లు,7
న,2,6,స్,3
స్,3,6,టై,1
టై,4,6,బి,1
బి,5,6,లు,1
క,1,3,నా,1
నా,2,3,ను,1
క,1,4,నా,1
నా,2,4,రి,2
రి,3,4,లు,3
క,1,5,ని,3
క,1,10,ని,1
ని,2,10,క,1
క,3,10,రిం,1
రిం,4,10,పం,1
పం,5,10,ద,1
ద,6,10,గి,1
గి,7,10,న,1
న,8,10,వాం,4
క,1,7,ని,3
ని,2,7,చ్,1
చ్,3,7,చె,1
చె,4,7,డి,1
డి,5,7,యా,1
యా,6,7,వు,2
ని,2,5,ప,2
క,1,4,ని,3
ని,2,4,పిం,3
ని,2,7,పి,1
పి,3,7,పం,1
పం,4,7,పు,1
పు,5,7,ద,1
క,1,6,ని,1
ని,2,6,పి,1
పి,3,6,స్,1
స్,4,6,తుం,2
తుం,5,6,ది,1
క,1,3,ని,2
ని,2,4,యె,4
ని,2,7,రి,1
రి,3,7,సో,1
సో,4,7,మ,2
మ,5,7,కు,2
ని,2,4,ష్,3
క,1,4,నీ,3
నీ,2,4,ని,1
క,1,3,నీ,1
నీ,2,3,య,1
నీ,2,4,యుం,1
నీ,2,4,స,1
క,1,2,ను,1
క,1,11,నుం,1
నుం,2,11,గొం,1
గొం,3,11,టె,1
టె,4,11,మి,1
మి,5,11,టా,1
టా,6,11,రి,1
రి,7,11,చూ,1
చూ,8,11,పు,1
పు,9,11,ల,1
ల,10,11,క,8
క,1,4,నుం,3
నుం,2,4,గొ,2
నుం,2,4,దు,1
నుం,2,4,బా,4
క,1,5,నుం,1
నుం,2,5,బ్,2
రా,4,5,ము,3
క,1,3,ను,5
క,1,5,ను,12
క,1,4,ను,10
ను,2,4,క,7
క,3,4,ని,2
ను,2,5,కు,2
క,1,8,ను,4
ను,2,8,కు,2
కు,3,8,ట్,2
ట్,4,8,టుం,1
టుం,5,8,ద,1
కూ,3,4,లి,2
క,1,12,ను,1
ను,2,12,గ,1
గ,3,12,ప్,1
ప్,4,12,పు,1
పు,5,12,క,1
క,6,12,న్,2
న్,7,12,ను,1
ను,8,12,గు,1
గు,9,12,ట్,1
ట్,10,12,టు,1
టు,11,12,ట,1
ట,12,12,-,6
ను,2,8,గ,2
గ,3,8,ల,2
ల,4,8,మ,1
మ,5,8,య్,1
య్,6,8,యె,1
యె,7,8,క,1
ను,2,5,గుం,1
గుం,3,5,జేం,2
ను,2,5,చీం,1
చీం,3,5,క,3
క,4,5,టి,5
క,1,6,ను,3
ప,3,6,కు,2
కు,4,6,న్,1
ను,2,4,పా,6
ను,2,8,పా,1
పా,3,8,ల,1
ల,4,8,వి,3
వి,5,8,త్,1
త్,6,8,తు,4
ను,2,6,పు,3
పు,3,6,గొ,1
క,1,7,ను,2
ను,2,7,పు,2
ల,4,7,గుం,2
ను,2,5,పె,1
ను,2,6,పొ,1
పొ,3,6,ట్,1
బం,3,4,టి,2
ను,2,4,బొ,1
బొ,3,4,మ,2
ను,2,5,బొ,1
ను,2,3,మ,2
మా,3,5,ల,7
మూ,3,4,యు,1
ను,2,7,మూ,1
మూ,3,7,సి,1
సి,4,7,గం,1
గం,5,7,త,1
త,6,7,లు,2
ను,2,5,మొ,2
మొ,3,5,జం,1
జం,4,5,గు,3
ను,2,8,వి,1
వి,3,8,చ్,1
చ్,4,8,చి,3
చి,5,8,చూ,1
చూ,6,8,చె,1
చె,7,8,ను,1
ను,2,5,వి,1
వి,3,5,ని,1
ను,2,5,వె,2
వె,3,5,చ్,1
క,1,8,నె,1
నె,2,8,ను,1
ను,3,8,స,1
స,4,8,త్,2
త్,5,8,య,2
య,6,8,వ,1
వ,7,8,తి,3
క,1,2,న్,1
న్,2,2,-,2
క,1,4,న్,15
న్,2,4,గం,1
గం,3,4,ట,2
క,1,3,న్,7
క,1,5,న్,15
న,3,5,గాం,2
న,3,4,డ,3
న,3,5,డ,2
న,3,4,డి,1
న,3,5,డిం,1
న,3,5,డీం,1
క,1,8,న్,2
ది,4,8,తాం,1
తాం,5,8,బూ,1
బూ,6,8,ల,1
క,1,6,న్,6
న,3,6,పె,1
న,3,5,పో,2
న,3,5,య్,4
న,3,5,ళ,1
ళ,4,5,వు,1
న,3,5,వి,1
వి,4,5,టి,1
నా,3,5,అం,1
అం,4,5,గు,1
నా,3,4,కు,2
నా,3,4,త,1
ని,3,4,య,9
ని,3,6,య,3
య,4,6,లే,1
లే,5,6,డి,1
న్,2,4,నీ,5
న్,2,5,నుం,4
నుం,3,5,గ,2
గ,4,5,వ,3
క,1,15,న్,1
న్,2,15,ను,2
ను,3,15,గా,1
గా,4,15,న,1
న,5,15,క,1
క,6,15,చ,1
చ,7,15,ని,1
ని,8,15,యెం,1
యెం,9,15,బ,1
బ,10,15,ల్,1
ల్,11,15,తా,1
తా,12,15,కి,1
కి,13,15,కా,1
కా,14,15,కి,1
కి,15,15,-,2
ను,3,5,దో,1
దో,4,5,యి,1
ను,3,5,నీ,1
న్,2,6,ను,10
